Iteration,Simulation,Result,X0,X1
9,8,-0.4408748699576286,3.207831675974952,4.364965284317705
9,9,-0.4418116155127156,3.207992822547966,4.36780882062296
10,0,-0.4219801440716123,3.2035296411799816,4.2899572232036265
10,1,-0.4226763190416968,3.2040286431852416,4.293466567901103
10,2,-0.423330222858636,3.2044075723110796,4.2967725698580415
10,3,-0.42394823000122767,3.204710975277427,4.299867775916232
10,4,-0.4245354497106252,3.204928046326368,4.302794959691105
10,5,-0.4250862529702287,3.205068919940827,4.305517774565049
10,6,-0.4256313304316284,3.205195637416037,4.308149537503293
10,7,-0.4261563120345723,3.2052821422435627,4.310642169863302
10,8,-0.42667283358461994,3.2053637267597397,4.313035562055599
10,9,-0.42717165725952233,3.2054177801204773,4.315304789234031
11,0,-0.4148497011040685,3.1923878099105183,4.2568186646331965
11,1,-0.41579032005695304,3.1946653210431037,4.260861440291533
11,2,-0.4167454761093719,3.1968095222117605,4.264805816965911
11,3,-0.41765475504774563,3.1986834244462843,4.2685049159006185
11,4,-0.41847020961471426,3.2002006169407786,4.271878974203647
11,5,-0.41915964559222646,3.201339748406857,4.274852850408736
11,6,-0.4197370295097667,3.202181915429013,4.2774657937568135
11,7,-0.42022682759294033,3.2027921151191854,4.279815584994034
11,8,-0.4206412076470332,3.2032295944970666,4.281902513961608
11,9,-0.42100854448585345,3.2035601331767807,4.283817293005427
12,0,-0.41000282368955965,3.179016142721039,4.23047958236764
12,1,-0.41050446554042275,3.180991045418601,4.233734207294314
12,2,-0.4110259156409898,3.182911445462232,4.2368518194607825
12,3,-0.4115771444223174,3.1847858533695033,4.2399152505915465
12,4,-0.41214375967573386,3.186578485707824,4.242867857570254
12,5,-0.41271914827830375,3.188285614632638,4.245701509772141
12,6,-0.4133002179935988,3.1898935709245313,4.248441639110241
12,7,-0.41386831760038184,3.191335365400664,4.251065771013136
12,8,-0.41441130931871706,3.1926247845886926,4.253531871244962
12,9,-0.4149187564637609,3.19374811286065,4.255829021290801
13,0,-0.4076989322042494,3.1671954713736183,4.209909599180157
13,1,-0.40785116851116593,3.1685963602416014,4.212103203237431
13,2,-0.40802071143447116,3.1699732095832225,4.214249634477093
13,3,-0.4081992430866069,3.1713270616934626,4.216306843181303
13,4,-0.4083942182345472,3.172634619259306,4.218309478498266
13,5,-0.4086027629698503,3.1738995130762317,4.220255256269124
13,6,-0.4088234271367482,3.175119529255633,4.222146146383454
13,7,-0.40905764834249997,3.176287903518018,4.2240014003251884
13,8,-0.4092997437458026,3.177400955264625,4.225799049353475
13,9,-0.40954955909858326,3.178462068516957,4.227552762307437
14,0,-0.40748488740018074,3.163123123708941,4.204085679250501
14,1,-0.4074802284293867,3.1641245508602323,4.20530548218562
14,2,-0.40749797299778384,3.165037414266449,4.2064765912713415
14,3,-0.4075404916795541,3.165925020172053,4.207700317386837
14,4,-0.40758902196180863,3.166775642681987,4.208866637396856
14,5,-0.4076608044943274,3.167605469155128,4.210095557481093
14,6,-0.40773284152849204,3.168376536719829,4.211226945393953
14,7,-0.4078184867974307,3.1691214628422495,4.2123747950696435
14,8,-0.4079087146914766,3.169830344119412,4.213483847410071
14,9,-0.4080063065828914,3.170504189967354,4.214576703725137
15,0,-0.4042015294736236,3.167665107005102,4.186689840788984
15,1,-0.4047810106934261,3.1672807091103237,4.19113332983533
15,2,-0.40553057013662497,3.1666342368058844,4.196071049073496
15,3,-0.4068602409299479,3.1654608725435107,4.203329001485252
15,4,-0.4073065504076387,3.1655908613066157,4.206026668182104
15,5,-0.40740897570127177,3.1661795837129434,4.207233433562214
15,6,-0.40748283450084516,3.166723433039698,4.20821295455857
15,7,-0.40755287268263446,3.1672168904904376,4.209103573663802
15,8,-0.40761644770282607,3.167706149399446,4.209938585891237
15,9,-0.4076814039155072,3.1681657571476958,4.210739528861217
16,0,-0.40313294180194503,3.1684233992645185,4.176540809475921
16,1,-0.4034830560275267,3.1683426489990336,4.180216475701763
16,2,-0.4038508190712037,3.1681946889670813,4.1837266181512485
16,3,-0.4042391516072647,3.16802231404191,4.187105133881956
16,4,-0.40464346914715454,3.167830628502251,4.190332155577412
16,5,-0.40505430469695597,3.167650115423584,4.19337371426129
16,6,-0.40544819603088456,3.167543583451906,4.196143117761555
16,7,-0.40578994826807147,3.1675365448616137,4.198487803435966
16,8,-0.4060719296086382,3.1676246076912262,4.200427506902087
16,9,-0.4062933580518324,3.167790607245832,4.201992733275
17,0,-0.40208801490751134,3.1683735526017465,4.162700364377085
17,1,-0.40230657735985537,3.1684399609738803,4.166061711042732
17,2,-0.4025301500573217,3.168451716935899,4.169226029941282
17,3,-0.40276062391384904,3.168431045629604,4.172217085671931
17,4,-0.402999694968895,3.168388652622321,4.175071104878461
17,5,-0.4032442007140396,3.1683351948347505,4.177769425549132
17,6,-0.4034921022723457,3.1682692895006697,4.18031705519737
17,7,-0.40373777092146146,3.168214706594102,4.182682794617187
17,8,-0.4039831680683157,3.168183086824258,4.184918320785594
17,9,-0.40421896546882174,3.16816272159334,4.186967352507248
18,0,-0.40147363134036507,3.167928035336705,4.150916859813935
18,1,-0.4016119558328113,3.1681143433101027,4.1538148785832325
18,2,-0.40174645547127763,3.168236079761313,4.156524061152762
18,3,-0.40188581106312177,3.16833744885357,4.159113891389789
18,4,-0.4020227188028789,3.168393952640647,4.161528642551261
18,5,-0.4021617232190965,3.1684309011306775,4.163815461569396
18,6,-0.40230049871400897,3.168447735370418,4.1659589230485485
18,7,-0.40244561140522345,3.168460742827348,4.168051088501712
18,8,-0.40258582274664934,3.1684478949496837,4.169973546353824
18,9,-0.4027292039416346,3.168445910373086,4.171815434572841
19,0,-0.4011670990253407,3.167238324174837,4.144616591136627
19,1,-0.401299131280209,3.1675824665294092,4.147262508778801
19,2,-0.40140939110157475,3.167811723505964,4.149583039464064
19,3,-0.40151827514442046,3.168011935003959,4.151785486507354
19,4,-0.4016188067007798,3.168156682276264,4.15381843256208
19,5,-0.40171067730265597,3.1682425879805742,4.155701171263722
19,6,-0.4017998565172921,3.168306568862176,4.157454219153001
19,7,-0.4018897900773531,3.1683696989669725,4.159107161517974
19,8,-0.4019742129062271,3.1683929552649186,4.160654483563606
19,9,-0.40205739241115845,3.168407213053634,4.162109044330898
20,0,-0.4009698739899352,3.166542190163325,4.141664671678217
20,1,-0.4011220925511918,3.1670510004145718,4.144203225251482
20,2,-0.4012465147486193,3.167427210992634,4.146373832950407
20,3,-0.4013545049098783,3.167711053762341,4.148379633775682
20,4,-0.4014416944979149,3.1679012172055554,4.150100967310734
20,5,-0.4015192291202302,3.168028060591189,4.151736811668889
20,6,-0.40158899618906463,3.168121100586161,4.153203189053715
20,7,-0.40165461020832127,3.16818706175845,4.154582728563213
20,8,-0.4017161835927492,3.1682393852956934,4.155837713422074
20,9,-0.40177552035196173,3.1682658533087564,4.157060472594759
21,0,-0.4007606447947466,3.165635622651558,4.1396587412654
21,1,-0.40097449122458395,3.166484374997513,4.142373509314799
21,2,-0.4011231127461477,3.1670114980017985,4.144547094526233
21,3,-0.4012512810364949,3.167430280512193,4.146530437203499
21,4,-0.40134441428278794,3.167686653916592,4.148186179209425
21,5,-0.40141412328432574,3.1678349796562912,4.14960399003144
21,6,-0.40147758786252036,3.167953943918543,4.150903685254343
21,7,-0.40153056174173507,3.1680223887660595,4.152076801033379
21,8,-0.40158128360277945,3.168082542264539,4.15316444694918
21,9,-0.40162496078869103,3.1681055972241925,4.154170210636357
22,0,-0.40050789891454325,3.1644248353242905,4.1376125292150405
22,1,-0.4007943212141968,3.1656934565177894,4.140712276800491
22,2,-0.4010219017427412,3.166623804273096,4.143309228066719
22,3,-0.4011632757920036,3.167131027274889,4.145268493025057
22,4,-0.4012678878065096,3.1674702352206108,4.1468720492359825
22,5,-0.40133883809719073,3.16765783222067,4.148172151563102
22,6,-0.4013979077007139,3.1677835596373685,4.149376556484093
22,7,-0.4014454864582251,3.167860048067064,4.150429634958451
22,8,-0.4014839336746694,3.167900883029265,4.151342615020562
22,9,-0.40152211140443883,3.167934027302524,4.152240412846734
23,0,-0.40027420689340765,3.1631969052455036,4.135787514777443
23,1,-0.400581541369494,3.1646813238729505,4.138945963253795
23,2,-0.400864960349915,3.1659494102018124,4.1417981331214015
23,3,-0.4010466857718777,3.1666701426485875,4.14397306838143
23,4,-0.4011699490408228,3.1671216273440943,4.1455888010646165
23,5,-0.4012557830987877,3.1673858628852765,4.146983717022779
23,6,-0.4013148612154764,3.1675368868239184,4.148088591813014
23,7,-0.4013590538500484,3.1676247807594287,4.149022787683238
23,8,-0.40139504051937097,3.167670938771488,4.149885294396367
23,9,-0.40142943408862963,3.1677128140924555,4.1506849524418445
24,0,-0.4000802127565786,3.1621183638987342,4.134070435955304
24,1,-0.400350700505052,3.1635062513586405,4.1369880389491955
24,2,-0.40063734961282094,3.1648884118799554,4.139831222100712
24,3,-0.4008739191401989,3.165912211435044,4.142409570989696
24,4,-0.40105854144361114,3.1666853867652693,4.144328164306676
24,5,-0.40114271037561633,3.166969978327908,4.145585861680949
24,6,-0.4012074264741791,3.1671582181810516,4.146704552910564
24,7,-0.40125504400329576,3.1672745694612927,4.147626164558458
24,8,-0.4012932735503613,3.16734551853503,4.1484621370485
24,9,-0.40132482833555533,3.167390195012282,4.149197738543534
25,0,-0.3999054881610339,3.1611025945955737,4.132320384441153
25,1,-0.4001367334647824,3.1623674174198664,4.134928185110386
25,2,-0.40039146749477905,3.1636540457596674,4.13769715448775
25,3,-0.40065204343315575,3.16491326088226,4.14024099368015
25,4,-0.4008441995365054,3.165757421380334,4.142275147396579
25,5,-0.4009712426499001,3.1662612912999095,4.143826664573782
25,6,-0.40106117852793083,3.166582131104059,4.145086262562373
25,7,-0.40111814234644455,3.1667520643415683,4.1460502268521156
25,8,-0.401162689273618,3.166866178312928,4.146884265879957
25,9,-0.40119748748524386,3.16693939971512,4.147599731369365
26,0,-0.3997465768841233,3.1601490276235493,4.130515862612245
26,1,-0.3999542209445252,3.1613299753709576,4.133070471462806
26,2,-0.40017376030577195,3.1625117964882143,4.135560804855018
26,3,-0.4003913960806719,3.1636321271164705,4.137808021318833
26,4,-0.40059326684461005,3.164592450812473,4.139927977055364
26,5,-0.4007483215576634,3.1652788444697104,4.141634758528541
26,6,-0.40085935882168106,3.1657264665009603,4.143013879041438
26,7,-0.40093929940922435,3.166019599318366,4.144125729797158
26,8,-0.40099730894855956,3.1662090627433432,4.145033506291276
26,9,-0.40104254288219177,3.1663390691871913,4.145815081035012
27,0,-0.39959111507212486,3.1591919818860617,4.128534803085409
27,1,-0.3997724524414564,3.1602809593875034,4.13091061580402
27,2,-0.39995426939012363,3.1613237545877073,4.133096288000259
27,3,-0.40015399505521937,3.1624044171101526,4.135360242448889
27,4,-0.40033613923263095,3.163330612643823,4.137362910812227
27,5,-0.40049676521511657,3.164104088849075,4.139108796925943
27,6,-0.4006331212997502,3.1647040649147242,4.140735412956328
27,7,-0.400726643423149,3.165097607480762,4.141876328817045
27,8,-0.40079682719211973,3.165359884018115,4.142870762554922
27,9,-0.4008554400518563,3.1655684118164897,4.143730310435797
28,0,-0.39943214007026434,3.1582006036773973,4.126247061864452
28,1,-0.39959384842698714,3.159219160217296,4.128541393365634
28,2,-0.3997541900802287,3.160182163860827,4.130651827770629
28,3,-0.3999280721932015,3.1611934258826264,4.132727006781783
28,4,-0.4000897189698387,3.162059706380256,4.134661323013552
28,5,-0.4002381316471186,3.1628160427935454,4.1363951052382
28,6,-0.4003719010853956,3.163460683880892,4.137972100498357
28,7,-0.4004789013609226,3.163947931268387,4.139273509133963
28,8,-0.40056797280725087,3.1643298052451927,4.140412942346476
28,9,-0.4006374229718195,3.164611644978322,4.141343360040899
29,0,-0.39927287651915333,3.1571687889535665,4.123743232359031
29,1,-0.3994150383000819,3.1581102916882404,4.125940733458287
29,2,-0.39955802902543336,3.1590155641277877,4.12799670085881
29,3,-0.3997006121632524,3.1598668966653727,4.129958058117984
29,4,-0.3998403960690584,3.1607217289899503,4.13158293230905
29,5,-0.39998179510518067,3.1614522823184843,4.133510882720694
29,6,-0.400111383843598,3.1621362851222865,4.135068147792309
29,7,-0.40022251346629184,3.16269367971048,4.136409785851987
29,8,-0.40032044498714464,3.1631537737678173,4.1376478973783435
29,9,-0.4003986204176915,3.1635024937932053,4.138670020827639
